Year,Incident,HourlyNotionalCost,FinalDescription,Animal,OriginofCall,PropertyType,PropertyCategory,RescueType,Ward,Borough,Street
2010,Special Service,260,PIGEON TRAPPED IN NETTING,Bird,mobile,Train station - elsewhere ,Non Residential,from height,Mapesbury,Brent,Kilburn High Road
2010,Special Service,260,PIGEON STUCK IN CHIMNEY,Bird,landline,Purpose Built Flats/Maisonettes - 10 or more storeys ,Dwelling,from height,Canbury,Kingston upon Thames,Brunswick Road
2010,Special Service,260,PIDGEON TRAPPED IN SASH WINDOW,Bird,landline,Single shop ,Non Residential,from height,Tollington,Islington,Hornsey Road
2010,Special Service,260,ASSIST RSPCA WITH TRAPPED BIRD,Bird,landline,Railway ,Outdoor,from height,Brondesbury Park,Brent,Kilburn High Road
2010,Special Service,260,ASSIST RSPCA WITH PIGEON TRAPPED IN NETTING,Bird,landline,Train station - elsewhere ,Non Residential,from height,Raynes Park,Merton,Grand Drive
2010,Special Service,260,Redacted,Bird,landline,Infant/Primary school,Non Residential,from height,Golders Green,Barnet,Claremont Road
2010,Special Service,260,ASSISTS RSPCA WITH BIRD STUCK IN GUTTERING,Bird,mobile,House - single occupancy ,Dwelling,from height,Preston,Brent,Carlton Avenue East
2010,Special Service,260,PIGEON TRAPPED IN FISHING LINE,Bird,landline,Park ,Outdoor,from height,Cannon Hill,Merton,Martin Way
2010,Special Service,260,PIGEON STUCK IN A TREE,Bird,landline,Park ,Outdoor,from height,Cannon Hill,Merton,Martin Way
2010,Special Service,260,ASSIST RSPCA WITH PIGEON TRAPPED IN NETTING,Bird,landline,Train station - platform (at ground level or elevated) ,Non Residential,from height,Mayesbrook,Barking and Dagenham,Gale Street
2010,Special Service,260,CROW TRAPPED IN TREE,Bird,landline,Tree scrub ,Outdoor,from height,Middle Park and Sutcliffe,Greenwich,Queenscroft Road
2010,Special Service,260,BIRD TRAPPED IN GRILL OF WINDOW,Bird,mobile,Community centre/Hall ,Non Residential,from height,Tollington,Islington,Hatchard Road
2010,Special Service,260,DUCK AND DUCKLINGS STUCK IN CHIMNEY,Bird,landline,House - single occupancy ,Dwelling,from height,Heathfield,Richmond upon Thames,Percy Road
2010,Special Service,260,ASSIST RSPCA TO RESCUE MALLARD DUCK AND CHICKS FROM TOP OF DRAINPIPE,Bird,landline,Other outdoor location ,Outdoor,from height,Surrey Docks,Southwark,Brunswick Quay
2010,Special Service,260,BIRD TRAPPED IN NETTING  UNDER BRIDGE,Bird,mobile,Cycle path/public footpath/bridleway ,Outdoor,from height,Chiswick Riverside,Hounslow,Chiswick Roundabout
2010,Special Service,260,Redacted,Bird,landline,Pre School/nursery ,Non Residential,from height,Willesden Green,Brent,Doyle Gardens
2010,Special Service,260,BIRD TRAPPED IN TREE,Bird,mobile,Tree scrub ,Outdoor,from height,The Lane,Southwark,Costa Street
2010,Special Service,260,PIGEON TRAPPED IN NETTING,Bird,landline,House - single occupancy ,Dwelling,from height,Southfields,Wandsworth,Standen Road
2010,Special Service,260,BIRD TRAPPED IN GUTTERING,Bird,landline,Purpose built office ,Non Residential,from height,Holborn and Covent Garden,Camden,Chancery Lane
2010,Special Service,260,BIRD TRAPPED IN PIPEWORK IN BATHROOM,Bird,mobile,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,from height,West Drayton,Hillingdon,Lily Drive
2010,Special Service,260,RUNNING CALL TO BIRD STUCK IN TREE,Bird,landline,Converted Flat/Maisonettes - 3 or more storeys,Dwelling,from height,Courtfield,Kensington and Chelsea,Courtfield Gardens
2010,Special Service,260,BIRD TRAPPED IN SASH WINDOW,Bird,mobile,Converted Flat/Maisonettes - 3 or more storeys,Dwelling,from height,Stroud Green,Haringey,Ferme Park Road
2010,Special Service,260,BIRD TRAPPED IN CHIMNEY,Bird,landline,House - single occupancy ,Dwelling,from height,Becontree,Barking and Dagenham,Fitzstephen Road
2010,Special Service,260,BABY SEAGULL TRAPPED ON SPIKE,Bird,landline,Converted office ,Non Residential,from height,St. James's,Westminster,Maiden Lane
2010,Special Service,260,BIRD STUCK IN FIRE PLACE / CHIMNEY,Bird,mobile,Converted Flat/Maisonettes - 3 or more storeys,Dwelling,from height,Harringay,Haringey,Burgoyne Road
2010,Special Service,260,ASSIST RSPCA PIGEON IMPALED ON TV AERIAL ON ROOF,Bird,landline,House - single occupancy ,Dwelling,from height,Lea Bridge,Waltham Forest,Rochdale Road
2010,Special Service,260,PIGEON TRAPPED UNDER A BRIDGE,Bird,landline,Bridge,Outdoor Structure,from height,Northumberland Park,Haringey,White Hart Lane
2010,Special Service,260,PIGEON STUCK IN NETTING,Bird,mobile,Other building/use not known ,Non Residential,from height,Northumberland Park,Haringey,Whitehall Street
2010,Special Service,260,ASSIST RSPCA WITH PIGEON TRAPPED IN NETTING,Bird,landline,Railway ,Outdoor,from height,South Ruislip,Hillingdon,Station Approach
2010,Special Service,260,PIGEON TRAPPED IN ROOF,Bird,mobile,Town Hall ,Non Residential,from height,East Ham Central,Newham,Barking Road
2010,Special Service,260,BIRD TRAPPED IN NETTING,Bird,landline,Other outdoor location ,Outdoor,from height,Grove,Kingston upon Thames,Clarence Street
2010,Special Service,260,CROW TRAPPED ON FLAG POLE,Bird,landline,Temple ,Non Residential,from height,Streatham South,Lambeth,Colmer Road
2010,Special Service,260,PIGEON TRAPPED IN NETTING,Bird,landline,Bridge,Outdoor Structure,from height,St. James's,Westminster,Victoria Embankment
2010,Special Service,260,ASSIST THE RSPCA WITH TRAPPED PIDGEONS,Bird,mobile,Bridge,Outdoor Structure,from height,Parsons Green and Walham,Hammersmith and Fulham,Grimston Road
2010,Special Service,260,BIRD TRAPPED IN CHIMNEY,Bird,landline,House - single occupancy ,Dwelling,from height,Shirley North,Croydon,The Glade
2010,Special Service,260,BIRD STUCK IN TREE,Bird,mobile,Canal/riverbank vegetation ,Outdoor,from height,St. Peter's,Islington,Colebrooke Row
2010,Special Service,260,PIGEON STUCK IN WINDOW,Bird,landline,Purpose built office ,Non Residential,from height,Weavers,Tower Hamlets,Redchurch Street
2010,Special Service,260,BIRD WITH FOOT STUCK IN ROOF TILES,Bird,landline,House - single occupancy ,Dwelling,from height,Edgware,Harrow,Broomgrove Gardens
2010,Special Service,260,ASSIST RSPCA WITH TRAPPED INJURED GULL,Bird,mobile,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,from height,Palmers Green,Enfield,Aldermans Hill
2010,Special Service,260,GULL TRAPPED IN GUTTERING,Bird,landline,House - single occupancy ,Dwelling,from height,Waddon,Croydon,Kemble Road
2010,Special Service,260,BIRD TRAPPED IN TREE,Bird,landline,Tree scrub ,Outdoor,from height,Brunel,Hillingdon,Brambles Farm Drive
2010,Special Service,260,PIGEON STUCK IN NET,Bird,landline,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,from height,Chase,Enfield,Holbrook Close
2010,Special Service,260,PIGEON TRAPPED UNDER RAILWAY BRIDGE,Bird,mobile,Bridge,Outdoor Structure,from height,Pinner South,Harrow,Marsh Road
2010,Special Service,260,BIRD TRAPPED IN WIRE IN TREE,Bird,mobile,Tree scrub ,Outdoor,from height,Hendon,Barnet,Watford Way
2010,Special Service,260,BIRD TRAPPED BETWEEN TWO WINDOW PANES,Bird,mobile,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,from height,South Richmond,Richmond upon Thames,Kingsmead
2010,Special Service,260,BIRD TRAPPED ON ROOF,Bird,mobile,House - single occupancy ,Dwelling,from height,Garden Suburb,Barnet,Addison Way
2010,Special Service,260,BIRD TRAPPED IN NETTING,Bird,landline,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,from height,North Bermondsey,Southwark,Marden Square
2010,Special Service,260,PIGEON STUCK IN WIRE,Bird,mobile,Single shop ,Non Residential,from height,Syon,Hounslow,London Road
2010,Special Service,260,BIRD TRAPPED IN RAIL,Bird,mobile,Purpose built office ,Non Residential,from height,Heathrow Villages,Hillingdon,Bath Road
2010,Special Service,260,BIRD TRAPPED BETWEEN ROOF TILES,Bird,mobile,Other outdoor structures ,Outdoor Structure,from height,Chiswick Riverside,Hounslow,Chiswick Quay
2010,Special Service,260,PIGEON TRAPPED ON TREE BRANCH,Bird,mobile,Tree scrub ,Outdoor,from height,Bethnal Green,Tower Hamlets,Globe Road
2010,Special Service,260,BIRDS STUCK IN ICE ON ROOF,Bird,landline,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,from height,Addiscombe West,Croydon,Warren Road
2010,Special Service,260,SEAGULL HANGING FROM WING FROM CABLE,Bird,landline,Other outdoor structures ,Outdoor Structure,from height,Island Gardens,Tower Hamlets,Pier Street
2011,Special Service,260,BIRD TRAPPED IN NETTING,Bird,landline,Tree scrub ,Outdoor,from height,Surrey Docks,Southwark,Cunard Walk
2011,Special Service,260,ASSIST RSPCA WITH BIRD TRAPPED IN TREE,Bird,landline,Park ,Outdoor,from height,Chelsea Riverside,Kensington and Chelsea,Lots Road
2011,Special Service,260,Redacted,Bird,landline,Lake/pond/reservoir ,Outdoor,from height,Bedford,Wandsworth,Doctor Johnson Avenue
2011,Special Service,260,Redacted,Bird,landline,Converted Flat/Maisonettes - 3 or more storeys,Dwelling,from height,Swiss Cottage,Camden,Greencroft Gardens
2011,Special Service,260,PIGEON TRAPPED IN NETTING,Bird,mobile,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,from height,Brunswick Park,Barnet,Hampden Square
2011,Special Service,260,ASSIST RSPCA WITH SEAGULL TRAPPED UP TREE,Bird,landline,House - single occupancy ,Dwelling,from height,Greenford Broadway,Ealing,Eastmead Avenue
2011,Special Service,260,BIRD TRAPPED BEHING MESH,Bird,landline,House - single occupancy ,Dwelling,from height,Kidbrooke with Hornfair,Greenwich,Centurion Square
2011,Special Service,260,ASSIST RSPCA WITH THRUSH TANGLED IN TREE,Bird,landline,Tree scrub ,Outdoor,from height,Weavers,Tower Hamlets,Ramsey Street
2011,Special Service,260,BIRDS TRAPPED IN NETTING,Bird,landline,Cycle path/public footpath/bridleway ,Outdoor,from height,Norbiton,Kingston upon Thames,Coombe Road
2011,Special Service,260,PIGEON TRAPPED IN NETTING,Bird,mobile,Park ,Outdoor,from height,Perivale,Ealing,Alperton Lane
2011,Special Service,260,BIRD TRAPPED IN NETTING,Bird,mobile,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,from height,North End,Hammersmith and Fulham,North End Road
2011,Special Service,260,BIRD TRAPPED IN WIRE FENCE,Bird,landline,Railings,Outdoor Structure,from height,Junction,Islington,Elthorne Road
2011,Special Service,260,ASSIST RSPCA WITH PIGEON TRAPPED IN TREE,Bird,landline,Tree scrub ,Outdoor,from height,Ferndale,Lambeth,Acre Lane
2011,Special Service,260,PIGEON STUCK IN NETTING,Bird,landline,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,from height,Leyton,Waltham Forest,Villiers Close
2011,Special Service,260,CROW TRAPPED IN NETTING,Bird,landline,Railings,Outdoor Structure,from height,Herne Hill,Lambeth,Denmark Hill
2011,Special Service,260,PIGEON TRAPPED IN NETTING,Bird,landline,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,from height,Clapham Town,Lambeth,Heather Close
2011,Special Service,260,RUNNING CALL TO PARROT IN TREE,Bird,landline,Tree scrub ,Outdoor,from height,Rotherhithe,Southwark,Abbeyfield Estate
2011,Special Service,260,BIRD TRAPPED IN NETTING,Bird,landline,Purpose Built Flats/Maisonettes - 10 or more storeys ,Dwelling,from height,West Ruislip,Hillingdon,Reservoir Road
2011,Special Service,260,BIRD TRAPPED IN NETTING IN TREE,Bird,mobile,Tree scrub ,Outdoor,from height,St. Peter's,Islington,Duncan Terrace
2011,Special Service,260,PIGEON TRAPPED IN NETTING,Bird,mobile,Single shop ,Non Residential,from height,Noel Park,Haringey,High Road
2011,Special Service,260,BIRD ENTWINED IN WIRE STUCK IN TREE,Bird,landline,Tree scrub ,Outdoor,from height,Muswell Hill,Haringey,Palace Road
2011,Special Service,260,CROW TRAPPED IN TV AERIAL,Bird,landline,House - single occupancy ,Dwelling,from height,Thamesmead Moorings,Greenwich,Owen Close
2011,Special Service,260,BIRD TRAPPED ON LEDGE ON TOP OF SHOP,Bird,landline,Single shop ,Non Residential,from height,Lewisham Central,Lewisham,Lewisham High Street
2011,Special Service,260,BIRD TRAPPED IN CHIMNEY,Bird,landline,House - single occupancy ,Dwelling,from height,Peckham Rye,Southwark,Rye Road
2011,Special Service,260,ASSIST RSPCA WITH TRAPPED BIRDS,Bird,landline,Single shop ,Non Residential,from height,West End,Westminster,Lower John Street
2011,Special Service,260,PIGEON WITH WING TRAPPED IN GUTTERING,Bird,landline,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,from height,Longthornton,Merton,Hemlock Close
2011,Special Service,260,BIRD TRAPPED IN NETTING,Bird,mobile,Bridge,Outdoor Structure,from height,Herne Hill,Lambeth,Lilford Road
2011,Special Service,260,PIGEON TRAPPED ON BALCONY,Bird,landline,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,from height,Nunhead,Southwark,Queens Road
2011,Special Service,260,Redacted,Bird,landline,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,from height,South Acton,Ealing,Bollo Bridge Road
2011,Special Service,260,BIRD TRAPPED IN TREE,Bird,mobile,Park ,Outdoor,from height,Clissold,Hackney,Allen Road
2011,Special Service,260,PIGEON TRAPPED IN NETTING,Bird,mobile,Indoor Market ,Non Residential,from height,Boleyn,Newham,Queens Market
2011,Special Service,260,BIRD TRAPPED IN VENT,Bird,mobile,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,from height,St. George's,Islington,Parkhurst Road
2011,Special Service,260,BIRD TRAPPED IN NETTING,Bird,mobile,Converted Flat/Maisonettes - 3 or more storeys,Dwelling,from height,Munster,Hammersmith and Fulham,Colehill Lane
2011,Special Service,260,BIRD TRAPPED IN CHIMNEY,Bird,landline,House - single occupancy ,Dwelling,from height,Abbey Road,Westminster,Henstridge Place
2011,Special Service,260,SMALL ANIMAL RESCUE,Bird,landline,House - single occupancy ,Dwelling,from height,Cranbrook,Redbridge,Exeter Gardens
2011,Special Service,260,RUNNING CALL TO BIRD STUCK IN CHIMNEY,Bird,landline,House - single occupancy ,Dwelling,from height,South Acton,Ealing,King Edwards Gardens
2011,Special Service,260,PIGEON TRAPPED IN NETTING,Bird,landline,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,from height,Loxford,Redbridge,Medway Close
2011,Special Service,260,PIGEON TRAPPED BEHIND WARDROBE,Bird,mobile,Converted Flat/Maisonette - Up to 2 storeys ,Dwelling,from height,Trinity,Merton,Haydons Road
2011,Special Service,260,BIRD TRAPPED IN NETTING UNDER RAILWAY BRIDGE,Bird,landline,Bridge,Outdoor Structure,from height,South Ruislip,Hillingdon,Station Approach
2011,Special Service,260,BIRD TRAPPED IN NETTING,Bird,landline,Licensed House in Multiple Occupation - Up to 2 storeys ,Dwelling,from height,Brownswood,Hackney,Finsbury Park Road
2011,Special Service,260,PIGEON TRAPPED IN NETTING,Bird,landline,Church/Chapel ,Non Residential,from height,Tollington,Islington,Tollington Park
2011,Special Service,260,BIRD TRAPPED INSIDE CHIMNEY,Bird,landline,House - single occupancy ,Dwelling,from height,Enfield Highway,Enfield,Orchardleigh Avenue
2011,Special Service,260,BIRD TRAPPED IN NETTING,Bird,landline,Single shop ,Non Residential,from height,Marylebone High Street,Westminster,Marylebone High Street
2011,Special Service,260,ASSIST RSPCA,Bird,mobile,House - single occupancy ,Dwelling,from height,Junction,Islington,Bickerton Road
2011,Special Service,260,BIRD IN DISTRESS  HANGING FROM TREE,Bird,mobile,Canal/riverbank vegetation ,Outdoor,from height,Hanworth Park,Hounslow,Victoria Road
2011,Special Service,260,TO ASSIST RSPCA WITH PIGEON TRAPPED IN NETTING,Bird,landline,Purpose built office ,Non Residential,from height,Ilford Town,Redbridge,High Road
2011,Special Service,260,ASSIST RSPCA WITH PIGEON STUCK IN NETTING,Bird,landline,House - single occupancy ,Dwelling,from height,Southgate Green,Enfield,Aldermans Hill
2011,Special Service,260,BIRD STUCK IN  TREE,Bird,landline,Tree scrub ,Outdoor,from height,Coulsdon Town,Croydon,Chipstead Valley Road
2011,Special Service,260,BIRD TRAPPED IN NETTING,Bird,landline,Church/Chapel ,Non Residential,from height,Markhouse,Waltham Forest,Markhouse Road
2011,Special Service,260,BIRD TRAPPED IN WIRE AT ROOF LEVEL,Bird,mobile,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,from height,Greenford Broadway,Ealing,Ruislip Road East
2011,Special Service,260,RUNNING CALL TO BIRD IN NETTING,Bird,landline,Swimming Pool ,Non Residential,from height,Lewisham Central,Lewisham,Lewisham High Street
2011,Special Service,260,PIGEON TRAPPED IN NETTING ON BRIDGE,Bird,landline,Bridge,Outdoor Structure,from height,Mapesbury,Brent,Kilburn High Road
2011,Special Service,260,RUNNING CALL TO BIRD TRAPPED IN TREE,Bird,landline,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,from height,Hornsey,Haringey,Boyton Road
2011,Special Service,260,ASSIST RSPCA WITH BIRD OF PREY STUCK IN TREE,Bird,landline,Domestic garden (vegetation not equipment) ,Outdoor,from height,Squirrel's Heath,Havering,Amery Gardens
2011,Special Service,260,BIRD TRAPPED UNDER GUTTERING,Bird,landline,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,from height,Greenford Broadway,Ealing,Locarno Road
2011,Special Service,260,BIRD TRAPPED IN NETTING,Bird,mobile,"Takeaway, fast food ",Non Residential,from height,Grove,Kingston upon Thames,Clarence Street
2011,Special Service,260,BIRD TRAPPED IN GUTTERING OF HOUSE,Bird,mobile,Converted Flat/Maisonettes - 3 or more storeys,Dwelling,from height,Avonmore and Brook Green,Hammersmith and Fulham,Edith Road
2011,Special Service,260,ASSIST RSPCA WITH TRAPPED BIRD,Bird,landline,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,from height,Highlands,Enfield,Chasewood Avenue
2011,Special Service,260,BIRD TRAPPED ON EAVES OF HOUSE,Bird,landline,House - single occupancy ,Dwelling,from height,Coldharbour and New Eltham,Greenwich,Clayfarm Road
2011,Special Service,260,BIRD TRAPPED BEHIND CHIMNEY,Bird,mobile,Converted Flat/Maisonettes - 3 or more storeys,Dwelling,from height,Yiewsley,Hillingdon,Violet Avenue
2011,Special Service,260,ASSIST RSPCA WITH BIRD TRAPPED IN TREE,Bird,mobile,Tree scrub ,Outdoor,from height,Rayners Lane,Harrow,Rayners Lane
2011,Special Service,260,ASSIST RSPCA WITH PIGEON TRAPPED IN NETTING UNDER RAILWAY BRIDGE,Bird,mobile,Railway ,Outdoor,from height,Shortlands,Bromley,Shortlands Road
2011,Special Service,260,PIGEON ENTANGLED IN NETTING,Bird,landline,Single shop ,Non Residential,from height,Bread Street,City of London,Cheapside
2011,Special Service,260,ASSIST RSPCA WITH TRAPPED PIGEON,Bird,landline,Bridge,Outdoor Structure,from height,Highlands,Enfield,Windmill Hill
2011,Special Service,260,BIRD STUCK BETWEEN WALLS,Bird,landline,House - single occupancy ,Dwelling,from height,Mayesbrook,Barking and Dagenham,Lodge Avenue
2011,Special Service,260,INJURED PARROT STUCK IN TREE,Bird,mobile,Domestic garden (vegetation not equipment) ,Outdoor,from height,Coldharbour and New Eltham,Greenwich,Kingsley Wood Drive
